,genre
tt0077869,"['adventure', 'animation', 'fantasy']"
tt0190332,"['action', 'adventure', 'drama', 'romance']"
tt0373926,"['crime', 'thriller']"
tt0098663,"['comedy', 'drama', 'family', 'adventure']"
tt0119396,"['crime', 'drama', 'thriller']"
tt0441909,"['comedy', 'drama', 'romance']"
tt0086216,"['crime', 'drama']"
tt0363226,"['action', 'adventure', 'drama']"
tt0088015,"['adventure', 'drama', 'fantasy', 'family']"
tt0408777,"['comedy', 'drama']"
tt0114558,"['science-fiction', 'crime', 'drama', 'thriller']"
tt0053604,"['comedy', 'drama', 'romance']"
tt0059170,"['action', 'crime', 'thriller']"
tt0417148,"['action', 'crime', 'thriller', 'adventure']"
tt0301357,"['comedy', 'drama']"
tt0120663,"['mystery', 'drama', 'thriller']"
tt0093822,"['comedy', 'crime']"
tt0082096,"['drama', 'history', 'war']"
tt0103772,"['mystery', 'thriller']"
tt0116209,"['drama', 'romance', 'war']"
tt0117509,"['drama', 'romance']"
tt0286499,"['comedy', 'drama', 'romance']"
tt0049762,"['comedy', 'drama', 'romance']"
tt0315733,"['crime', 'drama', 'thriller']"
tt0162650,"['action', 'adventure', 'crime', 'thriller']"
tt0409182,"['action', 'adventure', 'drama', 'thriller']"
tt0457513,"['comedy', 'mystery']"
tt0109707,"['comedy', 'drama', 'history']"
tt0080455,"['comedy', 'action', 'crime', 'music']"
tt0089457,"['fantasy', 'adventure', 'comedy']"
tt0250258,"['drama', 'thriller']"
tt0077766,"['horror', 'thriller']"
tt0093300,"['adventure', 'thriller', 'horror']"
tt0319061,"['adventure', 'drama', 'fantasy']"
tt0093428,"['action', 'adventure', 'thriller']"
tt0055205,"['comedy', 'crime', 'drama', 'mystery']"
tt0057334,"['comedy', 'crime', 'drama', 'mystery', 'thriller']"
tt0116367,"['action', 'crime', 'horror', 'thriller']"
tt0058383,"['comedy', 'crime', 'drama', 'mystery', 'thriller']"
tt0058382,"['comedy', 'crime', 'drama', 'mystery', 'thriller']"
tt0045810,"['comedy', 'romance', 'musical']"
tt0103873,"['comedy', 'horror']"
tt0083907,['horror']
tt0092991,"['comedy', 'fantasy', 'horror']"
tt0106308,"['comedy', 'fantasy', 'horror']"
tt0120681,"['horror', 'mystery', 'thriller']"
tt0080749,"['horror', 'mystery', 'thriller']"
tt0432291,"['horror', 'thriller', 'drama', 'mystery']"
tt0466909,"['horror', 'thriller', 'mystery']"
tt0295178,"['comedy', 'crime', 'science-fiction']"
tt0071315,"['crime', 'drama', 'mystery', 'thriller']"
tt0086541,"['horror', 'mystery', 'science-fiction']"
tt0120902,"['mystery', 'science-fiction', 'thriller']"
tt0085811,"['action', 'adventure', 'fantasy', 'science-fiction']"
tt0094947,"['drama', 'romance']"
tt0158622,"['comedy', 'family', 'romance']"
tt0092666,"['comedy', 'romance']"
tt0112817,"['drama', 'fantasy', 'western']"
tt0099700,"['comedy', 'fantasy', 'horror']"
tt0122151,"['action', 'adventure', 'comedy', 'crime', 'thriller']"
tt0113277,"['action', 'crime', 'drama']"
tt0139809,"['mystery', 'science-fiction', 'thriller']"
tt0343737,"['drama', 'history', 'thriller']"
tt0498380,"['action', 'drama', 'war']"
tt0420223,"['comedy', 'drama', 'fantasy', 'romance']"
tt0421073,"['action', 'crime', 'drama', 'thriller']"
tt0079802,"['animation', 'fantasy', 'adventure', 'musical']"
tt0069945,"['comedy', 'science-fiction']"
tt0285823,"['action', 'drama', 'mystery']"
tt0445946,"['action', 'crime', 'drama', 'thriller']"
tt0320661,"['action', 'adventure', 'drama', 'history', 'war']"
tt0103060,"['action', 'adventure', 'comedy', 'science-fiction', 'family', 'superhero']"
tt0446013,"['adventure', 'action']"
tt0126765,"['drama', 'thriller']"
tt0299658,"['comedy', 'crime', 'drama', 'musical']"
tt0108550,"['drama', 'romance']"
tt0204946,['comedy']
tt0356721,"['comedy', 'romance']"
tt0202677,"['action', 'thriller', 'crime', 'drama']"
tt0117318,['drama']
tt0101452,"['adventure', 'comedy', 'science-fiction']"
tt0318462,['drama']
tt0119932,['comedy']
tt0108317,"['comedy', 'western']"
tt0082949,"['action', 'adventure', 'thriller']"
tt0089885,"['comedy', 'horror', 'science-fiction']"
tt0069095,"['action', 'adventure', 'comedy']"
tt0865556,"['action', 'adventure', 'fantasy']"
tt0300237,"['comedy', 'drama']"
tt0338466,['comedy']
tt0292644,"['comedy', 'drama', 'romance']"
tt0092106,"['animation', 'science-fiction', 'action', 'adventure', 'family']"
tt0120669,"['adventure', 'comedy', 'drama']"
tt0104797,"['drama', 'history']"
tt0087225,['fantasy']
tt0112883,"['comedy', 'drama', 'romance']"
tt0810868,"['comedy', 'drama']"
tt0105665,"['drama', 'mystery', 'horror']"
tt0479884,"['action', 'crime', 'thriller']"
tt0278435,"['drama', 'thriller']"
tt0346491,"['action', 'adventure', 'drama', 'history', 'romance', 'war']"
tt1028528,"['action', 'thriller']"
tt1077258,"['action', 'horror', 'thriller']"
tt0104756,['drama']
tt0209475,"['comedy', 'romance']"
tt0317648,"['adventure', 'western', 'action']"
tt0340163,"['thriller', 'crime', 'action']"
tt0114924,"['comedy', 'romance']"
tt0165929,"['action', 'crime', 'thriller']"
tt0281364,"['action', 'comedy', 'drama']"
tt0313443,"['crime', 'drama', 'thriller']"
tt0119488,"['crime', 'thriller', 'mystery']"
tt0271027,"['action', 'crime', 'thriller']"
tt0243655,['comedy']
tt0365830,"['comedy', 'music']"
tt0080391,"['comedy', 'horror', 'science-fiction', 'musical']"
tt0085980,"['comedy', 'drama', 'romance']"
tt0450232,"['action', 'adventure', 'crime', 'thriller']"
tt0119791,"['drama', 'horror', 'mystery', 'thriller']"
tt0765443,"['crime', 'mystery', 'thriller']"
tt0118842,"['comedy', 'drama', 'romance']"
tt0385752,"['adventure', 'fantasy']"
tt0484562,"['adventure', 'drama', 'fantasy', 'thriller', 'family']"
tt0144214,"['thriller', 'mystery', 'crime']"
tt0457419,"['comedy', 'family', 'fantasy']"
tt0109445,['comedy']
tt0113749,"['comedy', 'romance', 'game-show']"
tt0261392,['comedy']
tt0424345,['comedy']
tt0460780,"['action', 'adventure', 'drama', 'fantasy']"
tt0295721,"['action', 'comedy']"
tt0804540,"['action', 'comedy']"
tt0499603,"['comedy', 'drama']"
tt0099892,"['comedy', 'romance']"
tt0091949,"['comedy', 'science-fiction', 'family']"
tt0093748,['comedy']
tt0093260,"['action', 'comedy', 'science-fiction']"
tt0098554,"['comedy', 'drama', 'family']"
tt0084955,"['action', 'comedy']"
tt0086646,"['action', 'comedy']"
tt0083530,['comedy']
tt0185937,"['horror', 'mystery']"
tt0104850,"['comedy', 'science-fiction', 'romance']"
tt0110950,"['drama', 'romance']"
tt0309698,"['mystery', 'thriller']"
tt0116313,['comedy']
tt0117038,"['comedy', 'drama', 'fantasy']"
tt0762114,['comedy']
tt0058153,['comedy']
tt0403358,"['action', 'fantasy', 'thriller']"
tt0430912,"['thriller', 'crime', 'mystery']"
tt0280486,"['action', 'adventure', 'comedy', 'thriller']"
tt0338763,"['action', 'thriller']"
tt0115641,"['animation', 'comedy']"
tt0411061,"['mystery', 'thriller']"
tt0080745,"['science-fiction', 'adventure', 'action', 'comedy']"
tt0418689,"['drama', 'history', 'war']"
tt0101912,"['drama', 'romance', 'comedy']"
tt0077278,"['science-fiction', 'adventure', 'action']"
tt0090887,"['comedy', 'horror', 'science-fiction']"
tt0372588,"['action', 'adventure', 'comedy']"
tt0096933,"['action', 'thriller', 'drama']"
tt0465602,"['action', 'comedy', 'crime', 'thriller']"
tt1024733,"['comedy', 'drama']"
tt0212235,['comedy']
tt0219854,"['comedy', 'fantasy', 'family']"
tt0431197,"['action', 'drama', 'thriller']"
tt0476603,"['adventure', 'mystery', 'family', 'holiday']"
tt0096453,['horror']
tt0443680,"['action', 'drama', 'western']"
tt0838221,"['adventure', 'comedy', 'drama']"
tt0085959,['comedy']
tt0377471,"['comedy', 'crime']"
tt0365376,"['drama', 'horror', 'mystery']"
tt0060450,['comedy']
tt0427392,"['thriller', 'science-fiction', 'mystery', 'horror']"
tt0109676,"['action', 'thriller']"
tt0051477,"['drama', 'romance']"
tt0119675,"['horror', 'science-fiction']"
tt0171433,"['comedy', 'romance']"
tt0065832,"['comedy', 'adventure', 'fantasy']"
tt0402910,"['action', 'crime', 'drama']"
tt0486583,"['action', 'comedy', 'drama', 'holiday']"
tt0402057,"['action', 'adventure', 'drama', 'fantasy']"
tt0185183,"['science-fiction', 'action', 'adventure']"
tt0335245,"['comedy', 'crime', 'thriller']"
tt0314063,"['action', 'drama', 'science-fiction']"
tt0095088,"['comedy', 'horror']"
tt0080453,"['adventure', 'romance']"
tt0063787,['drama']
tt0284490,"['action', 'comedy']"
tt0897361,"['thriller', 'horror', 'mystery']"
tt0081163,"['crime', 'mystery', 'thriller']"
tt0074937,"['comedy', 'crime', 'mystery', 'thriller']"
tt0300471,"['action', 'adventure', 'comedy', 'western']"
tt0094332,"['comedy', 'fantasy']"
tt0488120,['thriller']
tt0083722,"['horror', 'thriller']"
tt0253556,"['action', 'fantasy', 'adventure']"
tt0108147,"['comedy', 'music']"
tt0237534,"['action', 'adventure', 'history', 'horror']"
tt0085327,"['action', 'adventure', 'comedy']"
tt0329101,['horror']
tt0099575,"['action', 'adventure']"
tt0113071,"['action', 'adventure', 'drama', 'romance']"
tt0138510,"['comedy', 'horror', 'fantasy']"
tt0467110,"['action', 'adventure', 'comedy', 'family', 'superhero', 'fantasy', 'science-fiction']"
tt0805564,"['comedy', 'drama', 'romance']"
tt0800241,"['crime', 'mystery', 'thriller']"
tt0487271,"['comedy', 'romance']"
tt0427229,"['comedy', 'romance']"
tt0107131,"['adventure', 'comedy', 'family']"
tt0267129,"['action', 'crime', 'drama']"
tt0098536,"['action', 'comedy', 'crime', 'thriller', 'family']"
tt0384680,"['comedy', 'drama']"
tt0337741,"['comedy', 'romance', 'drama']"
tt0107969,"['action', 'drama', 'thriller']"
tt0089378,"['horror', 'science-fiction', 'fantasy', 'adventure']"
tt0085404,"['drama', 'science-fiction']"
tt1073498,"['comedy', 'war']"
tt0313021,"['comedy', 'crime']"
tt0157262,"['comedy', 'science-fiction', 'action']"
tt0319970,"['drama', 'horror']"
tt0825232,"['comedy', 'drama']"
tt0426883,"['crime', 'drama', 'thriller']"
tt0443274,"['action', 'crime', 'drama', 'thriller']"
tt0475394,"['action', 'comedy', 'crime', 'thriller']"
tt0094889,"['drama', 'romance', 'comedy']"
tt0446059,"['action', 'drama']"
tt0348333,"['comedy', 'romance']"
tt1063669,"['drama', 'thriller']"
tt0443649,"['action', 'adventure', 'drama', 'fantasy']"
tt0462200,['drama']
tt0400426,"['action', 'science-fiction', 'thriller']"
tt0425413,"['comedy', 'romance']"
tt0472160,"['comedy', 'fantasy', 'romance']"
tt0107977,['comedy']
tt0159273,"['action', 'drama', 'thriller', 'war']"
tt0091203,"['action', 'fantasy', 'adventure']"
tt0113161,"['comedy', 'crime', 'thriller']"
tt1054606,"['adventure', 'fantasy', 'mystery']"
tt0374900,['comedy']
tt0122690,"['action', 'crime', 'thriller']"
tt0134273,"['crime', 'mystery', 'thriller']"
tt0974959,['comedy']
tt0311289,"['comedy', 'drama', 'family', 'adventure']"
tt0337573,"['crime', 'drama', 'thriller', 'horror']"
tt0431114,"['action', 'crime']"
tt0080801,"['action', 'comedy']"
tt0455960,"['crime', 'horror', 'thriller']"
tt0266465,"['action', 'drama', 'crime']"
tt0297181,"['action', 'adventure', 'comedy', 'thriller']"
tt0278723,"['action', 'comedy', 'thriller']"
tt0098627,"['comedy', 'crime']"
tt0184894,"['action', 'adventure', 'comedy', 'western']"
tt0926129,"['horror', 'drama', 'mystery']"
tt0423977,"['comedy', 'drama', 'romance']"
tt0127357,"['action', 'adventure', 'comedy', 'thriller']"
tt0311429,"['action', 'fantasy', 'science-fiction', 'thriller']"
tt0085333,['horror']
tt0111438,"['action', 'crime', 'science-fiction', 'thriller']"
tt0087481,"['action', 'comedy']"
tt0119664,"['action', 'adventure', 'comedy', 'crime', 'thriller']"
tt0098141,"['action', 'thriller', 'superhero', 'crime', 'drama', 'romance']"
tt1210063,['drama']
tt0098084,"['horror', 'drama']"
tt0263488,"['horror', 'thriller', 'mystery', 'drama']"
tt0385002,"['crime', 'drama']"
tt0344864,"['action', 'animation', 'fantasy', 'science-fiction', 'family']"
tt0478304,"['drama', 'fantasy']"
tt0357507,"['drama', 'horror', 'mystery', 'thriller']"
tt0398712,"['thriller', 'action', 'adventure', 'crime', 'drama']"
tt0109791,"['animation', 'mystery', 'thriller', 'horror', 'fantasy']"
tt0110516,"['comedy', 'romance', 'drama']"
tt0093148,"['family', 'comedy', 'fantasy', 'drama']"
tt0398017,"['thriller', 'drama']"
tt0093177,"['horror', 'thriller', 'fantasy']"
tt0183678,"['horror', 'thriller', 'fantasy']"
tt0095631,"['comedy', 'crime', 'action']"
tt0490076,"['horror', 'mystery', 'thriller']"
tt0106941,"['comedy', 'romance']"
tt0439815,"['horror', 'science-fiction', 'comedy']"
tt0397313,"['adventure', 'drama', 'family']"
tt0398913,"['action', 'adventure', 'thriller']"
tt0089374,"['action', 'crime', 'thriller']"
tt0114614,"['action', 'comedy', 'science-fiction', 'fantasy']"
tt0113820,"['action', 'adventure', 'fantasy', 'science-fiction']"
tt0430304,"['comedy', 'crime']"
tt0113114,"['adventure', 'family', 'drama', 'comedy']"
tt0399327,"['action', 'comedy', 'crime']"
tt0090056,"['adventure', 'comedy']"
tt0097481,"['comedy', 'crime', 'drama']"
tt0114682,"['comedy', 'drama']"
tt0114576,"['action', 'drama']"
tt0240510,"['adventure', 'drama', 'romance', 'war', 'action']"
tt0117608,['comedy']
tt0114367,"['science-fiction', 'horror', 'war']"
tt0117420,"['action', 'adventure', 'drama']"
tt0107144,"['action', 'comedy', 'war']"
tt0114011,"['comedy', 'drama', 'romance']"
tt0300532,"['adventure', 'romance', 'drama']"
tt0277703,['comedy']
tt0266452,"['comedy', 'drama', 'crime', 'thriller']"
tt0133751,"['horror', 'science-fiction', 'mystery']"
tt0109321,"['western', 'comedy', 'romance']"
tt0231402,"['adventure', 'comedy']"
tt0455967,"['comedy', 'romance']"
tt0116531,"['comedy', 'crime', 'romance']"
tt0120152,"['action', 'drama', 'mystery', 'thriller', 'crime']"
tt0113855,"['action', 'fantasy']"
tt0408790,"['drama', 'mystery', 'thriller']"
tt0368909,"['action', 'thriller', 'crime', 'adventure']"
tt0277296,"['adventure', 'fantasy', 'action', 'drama']"
tt0087928,"['comedy', 'crime']"
tt0258827,['comedy']
tt0298814,"['science-fiction', 'action', 'adventure', 'thriller']"
tt0110478,"['action', 'adventure', 'comedy', 'drama', 'western']"
tt0119008,"['crime', 'drama', 'thriller']"
tt0104815,"['action', 'crime', 'thriller', 'western']"
tt0324216,['horror']
tt0245674,"['horror', 'thriller']"
tt0435625,"['adventure', 'horror']"
tt0094602,"['action', 'thriller', 'drama']"
tt0092493,"['adventure', 'comedy']"
tt0251075,"['comedy', 'science-fiction', 'action']"
tt0100029,['action']
tt0117603,"['drama', 'crime', 'thriller']"
tt0118604,"['comedy', 'horror', 'fantasy']"
tt0423294,"['animation', 'comedy', 'family']"
tt0120483,"['action', 'comedy', 'crime', 'thriller']"
tt0120901,"['action', 'adventure', 'comedy']"
tt0134619,"['horror', 'science-fiction', 'mystery']"
tt0139239,"['comedy', 'thriller', 'crime']"
tt0120686,"['drama', 'romance', 'comedy']"
tt0119432,"['comedy', 'family']"
tt0120595,"['adventure', 'comedy', 'drama', 'family']"
tt0118755,"['action', 'adventure', 'comedy', 'fantasy', 'family']"
tt0132910,"['action', 'thriller', 'superhero', 'horror']"
tt0115693,"['action', 'superhero']"
tt0068935,"['action', 'crime']"
tt0239450,"['comedy', 'romance']"
tt0120693,"['comedy', 'crime']"
tt0099160,['thriller']
tt0088024,"['science-fiction', 'thriller', 'crime', 'drama']"
tt1187047,"['adventure', 'comedy']"
tt0430674,"['adventure', 'science-fiction', 'fantasy']"
tt0086393,"['science-fiction', 'comedy', 'superhero', 'action', 'adventure']"
tt0057380,"['adventure', 'western']"
tt0099365,"['action', 'science-fiction', 'superhero', 'thriller']"
tt0107808,"['crime', 'drama']"
tt0116277,"['thriller', 'action', 'drama']"
tt0314353,"['action', 'war', 'drama']"
tt0099739,"['action', 'drama']"
tt0295375,['comedy']
tt0077369,"['action', 'comedy', 'drama']"
tt0470055,"['drama', 'thriller', 'horror']"
tt0101764,"['action', 'crime', 'drama', 'thriller']"
tt0102059,"['action', 'comedy', 'war']"
tt0094761,"['horror', 'science-fiction']"
tt0208003,"['comedy', 'crime']"
tt0108255,"['adventure', 'comedy', 'family', 'fantasy']"
tt0098439,"['action', 'comedy', 'thriller', 'drama']"
tt0118708,"['action', 'comedy']"
tt0116421,"['action', 'crime']"
tt0120768,"['action', 'crime', 'drama', 'thriller']"
tt0288477,"['horror', 'mystery', 'thriller']"
tt0096061,"['comedy', 'drama', 'fantasy', 'holiday']"
tt0088206,"['action', 'adventure', 'fantasy', 'science-fiction', 'superhero']"
tt0454082,"['horror', 'holiday', 'mystery']"
tt0258470,"['adventure', 'comedy', 'romance']"
tt0112401,"['action', 'adventure', 'crime', 'thriller']"
tt0366292,"['horror', 'mystery', 'fantasy']"
tt0296042,"['action', 'crime', 'horror']"
tt0281686,"['comedy', 'fantasy', 'horror', 'mystery', 'thriller']"
tt0092534,"['action', 'adventure', 'comedy', 'mystery']"
tt0410650,"['action', 'horror', 'science-fiction']"
tt0087298,"['horror', 'thriller']"
tt0089173,"['horror', 'thriller', 'mystery']"
tt0424823,"['comedy', 'crime']"
tt0408345,"['thriller', 'action', 'crime']"
tt0477051,['comedy']
tt0421206,"['drama', 'crime']"
tt0452594,"['comedy', 'romance']"
tt0099329,"['comedy', 'romance', 'musical']"
tt0240890,"['comedy', 'romance', 'drama']"
tt0165710,"['comedy', 'music']"
tt0800069,"['horror', 'thriller']"
tt0424993,"['comedy', 'romance']"
tt0382295,"['comedy', 'fantasy']"
tt0119707,"['action', 'fantasy', 'science-fiction']"
tt0117331,"['action', 'adventure']"
tt0450340,"['thriller', 'mystery', 'adventure', 'crime']"
tt0366548,"['animation', 'comedy', 'family']"
tt0089421,"['action', 'adventure', 'comedy']"
tt0089114,"['science-fiction', 'family', 'fantasy']"
tt0089118,"['action', 'thriller']"
tt0090859,"['action', 'crime', 'thriller']"
tt0105477,"['action', 'comedy']"
tt0133952,"['action', 'thriller', 'crime', 'drama']"
tt0233469,"['action', 'drama', 'thriller']"
tt0250687,"['adventure', 'comedy']"
tt0105073,['comedy']
tt0448114,"['action', 'adventure', 'thriller']"
tt0370032,"['action', 'science-fiction', 'thriller']"
tt0421054,"['action', 'crime']"
tt0462329,"['action', 'thriller']"
tt0267891,['comedy']
tt0289848,"['comedy', 'crime']"
tt0120877,"['action', 'fantasy', 'horror']"
tt0445934,['comedy']
tt0437863,['comedy']
tt0279113,"['comedy', 'drama', 'romance']"
tt0092610,"['action', 'comedy', 'horror', 'science-fiction']"
tt0425430,"['horror', 'thriller', 'mystery']"
tt0097770,"['action', 'crime']"
tt0091499,"['action', 'horror', 'science-fiction']"
tt0486551,['comedy']
tt0804551,"['action', 'crime', 'drama', 'thriller']"
tt0291341,"['comedy', 'drama']"
tt0091149,"['animation', 'family', 'adventure', 'mystery']"
tt0129871,"['fantasy', 'horror', 'thriller', 'drama', 'mystery']"
tt0257516,"['comedy', 'horror']"
tt0089686,['horror']
tt0091187,"['drama', 'war']"
tt0093493,"['comedy', 'fantasy', 'romance']"
tt0093936,['comedy']
tt0342258,"['action', 'crime']"
tt0322589,"['music', 'romance', 'drama']"
tt0124198,"['comedy', 'crime', 'thriller']"
tt0214388,"['comedy', 'drama', 'romance']"
tt0461642,"['comedy', 'fantasy']"
tt0276830,['western']
tt0493424,"['action', 'adventure', 'science-fiction', 'thriller']"
tt0259288,"['thriller', 'fantasy', 'mystery']"
tt0455857,"['horror', 'mystery']"
tt0108333,"['action', 'adventure', 'comedy']"
tt0384806,"['horror', 'thriller']"
tt0393735,"['comedy', 'family']"
tt0091635,"['drama', 'romance']"
tt0426459,"['action', 'horror']"
tt0466342,"['comedy', 'romance']"
tt0458438,['comedy']
tt0094612,"['action', 'comedy']"
tt0091059,"['adventure', 'science-fiction', 'family']"
tt0094919,"['comedy', 'horror', 'science-fiction']"
tt0097138,"['action', 'science-fiction', 'thriller', 'adventure']"
tt0091129,"['action', 'adventure', 'comedy']"
tt0097027,"['drama', 'history', 'war']"
tt0084237,"['animation', 'fantasy', 'family', 'adventure']"
tt0082517,"['comedy', 'musical']"
tt0089822,"['comedy', 'crime']"
tt0327850,"['action', 'adventure', 'comedy', 'thriller']"
tt0099204,"['comedy', 'drama', 'crime']"
tt0099615,"['comedy', 'crime']"
tt0100530,"['drama', 'thriller', 'romance']"
tt0100114,"['action', 'crime']"
tt0327437,"['action', 'adventure', 'comedy']"
tt0158811,"['comedy', 'fantasy', 'science-fiction', 'family']"
tt0120841,"['action', 'horror', 'science-fiction']"
tt0097659,"['action', 'thriller', 'drama']"
tt0338095,"['horror', 'mystery', 'thriller']"
tt0119167,"['drama', 'horror', 'thriller']"
tt0084522,['comedy']
tt0103016,"['comedy', 'fantasy']"
tt0117894,"['horror', 'fantasy']"
tt0451957,"['horror', 'thriller']"
tt0095889,"['horror', 'thriller']"
tt1234548,"['comedy', 'war']"
tt0097368,"['horror', 'science-fiction']"
tt0097637,"['action', 'comedy', 'crime']"
tt0353489,"['horror', 'drama']"
tt0176269,"['action', 'science-fiction']"
tt0089110,"['adventure', 'family', 'science-fiction', 'fantasy']"
tt0160184,"['thriller', 'crime']"
tt0104952,['comedy']
tt0101775,"['comedy', 'fantasy', 'family']"
tt0134983,"['science-fiction', 'horror', 'thriller']"
tt0325655,['horror']
tt0096244,"['crime', 'thriller', 'romance']"
tt0104452,"['comedy', 'romance']"
tt0104279,['comedy']
tt0104114,['comedy']
tt0499556,"['action', 'thriller']"
tt0110678,"['action', 'drama', 'science-fiction', 'thriller']"
tt0208988,"['action', 'crime', 'drama', 'thriller']"
tt0195945,['comedy']
tt0186975,"['comedy', 'drama', 'romance']"
tt0157503,['comedy']
tt0156887,"['thriller', 'anime']"
tt0105104,"['action', 'adventure', 'thriller']"
tt0116683,"['adventure', 'animation', 'family', 'musical', 'fantasy']"
tt0116287,['thriller']
tt0115986,"['action', 'fantasy', 'thriller', 'superhero']"
tt0088889,"['horror', 'thriller']"
tt0089901,"['action', 'adventure', 'comedy']"
tt0219653,"['horror', 'thriller', 'action', 'fantasy']"
tt0079118,"['comedy', 'romance']"
tt0093756,"['comedy', 'crime']"
tt0312528,"['fantasy', 'family', 'comedy', 'adventure']"
tt0367479,"['action', 'comedy', 'crime', 'drama']"
tt0316396,"['adventure', 'fantasy', 'family']"
tt0272147,"['action', 'horror', 'thriller']"
tt0087910,"['science-fiction', 'adventure', 'thriller']"
tt0116126,['comedy']
tt0288045,"['action', 'comedy', 'fantasy', 'thriller']"
tt0303714,"['comedy', 'drama']"
tt0163818,"['action', 'comedy', 'thriller']"
tt0117786,"['action', 'comedy', 'crime']"
tt0306685,"['action', 'crime', 'drama']"
tt0094963,"['action', 'crime', 'thriller']"
tt0093137,"['action', 'drama', 'war']"
tt0048605,"['comedy', 'romance']"
tt0107665,"['drama', 'horror']"
tt0091225,"['comedy', 'fantasy', 'science-fiction']"
tt1245112,"['horror', 'thriller']"
tt0120241,"['action', 'comedy', 'crime', 'drama', 'thriller']"
tt0338096,"['drama', 'romance']"
tt0305669,"['comedy', 'drama']"
tt0204626,"['mystery', 'thriller']"
tt0170691,"['drama', 'war']"
tt0109402,"['action', 'crime', 'comedy', 'adventure']"
tt0239641,"['horror', 'science-fiction', 'thriller']"
tt0317303,"['comedy', 'family']"
tt0326856,['comedy']
tt0083336,"['horror', 'thriller']"
tt0074751,"['adventure', 'fantasy']"
tt0109446,"['crime', 'drama', 'mystery', 'thriller']"
tt0313792,"['comedy', 'romance', 'drama']"
tt0075029,['western']
tt0103112,"['action', 'adventure', 'thriller']"
tt0095403,"['action', 'crime', 'thriller']"
tt0338094,"['comedy', 'fantasy', 'family', 'mystery', 'thriller']"
tt0290095,"['action', 'comedy', 'science-fiction', 'thriller']"
tt0093693,"['comedy', 'romance']"
tt0420294,['horror']
tt0264395,"['action', 'crime', 'drama', 'mystery', 'thriller']"
tt0219952,"['comedy', 'crime']"
tt0044121,"['horror', 'science-fiction', 'drama']"
tt0024184,"['horror', 'science-fiction']"
tt0074812,"['science-fiction', 'action']"
tt0259685,"['action', 'comedy', 'science-fiction', 'thriller', 'horror']"
tt0099472,"['adventure', 'animation', 'comedy', 'fantasy', 'family']"
tt0367677,"['horror', 'science-fiction']"
tt0100054,"['adventure', 'drama', 'thriller']"
tt0341495,"['action', 'drama', 'thriller']"
tt0206314,"['drama', 'mystery', 'thriller']"
tt0071607,"['comedy', 'fantasy', 'romance', 'family']"
tt0117110,"['adventure', 'comedy', 'family', 'action', 'music']"
tt0242445,"['action', 'crime', 'thriller']"
tt0267287,"['action', 'science-fiction']"
tt0482599,"['horror', 'mystery', 'thriller']"
tt0334541,"['action', 'comedy', 'western', 'horror']"
tt0110366,"['comedy', 'romance', 'family']"
tt0089543,"['action', 'comedy']"
tt0105128,['horror']
tt0313911,"['action', 'adventure', 'comedy', 'family']"
tt0089907,"['comedy', 'horror']"
tt0091306,"['comedy', 'thriller', 'romance']"
tt0277027,['drama']
tt0245686,"['adventure', 'comedy', 'drama', 'mystery', 'romance']"
tt0088814,"['animation', 'family', 'adventure', 'fantasy']"
tt0117397,"['comedy', 'science-fiction', 'family']"
tt0102227,"['action', 'science-fiction']"
tt0091431,"['action', 'adventure', 'comedy']"
tt0099558,"['action', 'adventure', 'crime', 'thriller']"
tt0120004,"['horror', 'mystery', 'thriller']"
tt0112508,['comedy']
tt0092654,"['action', 'crime', 'drama', 'mystery']"
tt0065988,"['western', 'adventure', 'comedy', 'drama']"
tt0403703,"['action', 'animation', 'fantasy', 'science-fiction']"
tt0095270,"['comedy', 'drama', 'romance']"
tt0317676,"['action', 'horror', 'thriller']"
tt0114720,"['action', 'comedy', 'science-fiction', 'thriller', 'horror']"
tt0113081,['comedy']
tt0116502,"['comedy', 'thriller']"
tt0115580,['comedy']
tt0179183,"['action', 'science-fiction']"
tt0963794,['horror']
tt0109520,"['action', 'comedy', 'drama', 'family']"
tt0102351,"['comedy', 'western']"
tt0089560,['drama']
tt0385891,['comedy']
tt0362269,['drama']
tt0098282,"['comedy', 'crime']"
tt0490822,['comedy']
tt0331953,"['comedy', 'horror']"
tt0116361,"['comedy', 'thriller', 'crime']"
tt0080179,"['action', 'comedy']"
tt0110657,"['adventure', 'action', 'drama', 'family']"
tt0366174,"['action', 'adventure', 'horror', 'fantasy']"
tt0088885,"['adventure', 'animation', 'comedy', 'fantasy', 'family']"
tt0274546,"['horror', 'mystery', 'thriller']"
tt0155975,"['horror', 'mystery', 'thriller']"
tt0765476,"['adventure', 'comedy', 'science-fiction', 'family']"
tt0094890,"['comedy', 'science-fiction']"
tt0099740,"['science-fiction', 'thriller', 'horror']"
tt1152836,"['crime', 'history']"
tt1130080,"['comedy', 'crime', 'drama']"
tt0082924,"['action', 'comedy', 'science-fiction', 'fantasy']"
tt0301470,"['horror', 'thriller']"
tt0151738,"['comedy', 'drama', 'romance']"
tt0351977,"['action', 'adventure', 'drama', 'thriller']"
tt0078058,"['comedy', 'crime']"
tt0283027,"['horror', 'thriller']"
tt0185371,['horror']
tt0114694,['comedy']
tt0102004,"['action', 'comedy', 'crime']"
tt0160009,"['action', 'adventure', 'crime']"
tt0094074,"['action', 'adventure', 'science-fiction', 'superhero']"
tt0116908,"['action', 'thriller', 'crime', 'mystery']"
