,genre
tt14900738,"['romance', 'comedy', 'science-fiction', 'fantasy']"
tt22352848,['science-fiction']
tt5715464,"['mystery', 'thriller']"
tt15297322,['comedy']
tt14878070,"['comedy', 'drama']"
tt16303324,"['horror', 'fantasy']"
tt15420536,"['science-fiction', 'mystery', 'thriller']"
tt18933046,"['action', 'science-fiction']"
tt22814834,"['mystery', 'crime']"
tt15850662,"['horror', 'drama', 'mystery', 'thriller']"
tt15837464,['documentary']
tt19713090,"['action', 'crime', 'thriller']"
tt21649884,"['thriller', 'family', 'drama']"
tt21235352,['horror']
tt19885626,['comedy']
tt11773810,"['mystery', 'thriller']"
tt21250176,"['horror', 'thriller']"
tt18298588,"['science-fiction', 'mystery', 'thriller']"
tt18336268,"['family', 'fantasy', 'comedy']"
tt26684398,"['anime', 'comedy', 'adventure', 'action']"
tt25582396,"['mystery', 'action', 'adventure', 'drama']"
tt15944018,"['comedy', 'fantasy', 'crime']"
tt28090490,"['drama', 'thriller', 'crime']"
tt15320066,"['science-fiction', 'comedy', 'thriller']"
tt26758292,"['horror', 'thriller']"
tt23642744,"['thriller', 'mystery', 'horror']"
tt21211474,"['comedy', 'mystery', 'romance', 'thriller']"
tt30760223,['comedy']
tt29718756,"['romance', 'comedy']"
tt32090414,"['mystery', 'comedy']"
tt0234629,"['action', 'drama']"
tt0261253,"['action', 'drama']"
tt0261252,"['action', 'drama']"
tt0261254,"['action', 'drama']"
tt0261255,"['action', 'drama']"
tt0261256,"['action', 'drama']"
tt0261258,"['action', 'drama']"
tt0261260,"['action', 'drama']"
tt0261250,"['action', 'drama']"
tt0261251,['action']
tt0261259,"['action', 'drama']"
tt0304645,"['action', 'drama']"
tt7761204,[]
tt9460594,['action']
tt0023969,"['comedy', 'war', 'musical']"
tt0027125,"['comedy', 'music', 'romance', 'musical']"
tt0022158,['comedy']
tt0020640,"['comedy', 'musical', 'music']"
tt0031983,"['drama', 'music', 'romance', 'war']"
tt0031143,"['comedy', 'horror', 'mystery']"
tt0062376,['drama']
tt0043503,"['drama', 'thriller']"
tt0033717,"['crime', 'drama']"
tt0025164,"['comedy', 'romance', 'musical']"
tt0029971,"['comedy', 'music', 'romance', 'musical']"
tt0036940,"['drama', 'romance']"
tt0045125,"['adventure', 'romance']"
tt0053137,"['drama', 'romance', 'science-fiction']"
tt0031067,"['comedy', 'romance']"
tt0052218,"['drama', 'romance']"
tt0049322,['comedy']
tt0035151,"['comedy', 'romance', 'drama']"
tt0491152,"['comedy', 'drama', 'romance']"
tt0027214,"['comedy', 'crime']"
tt0027593,"['comedy', 'mystery']"
tt1778889,['action']
tt0350067,"['action', 'drama']"
tt0403465,"['action', 'drama']"
tt0442709,"['action', 'drama']"
tt2201203,"['action', 'drama']"
tt0497468,"['action', 'drama']"
tt0261249,"['action', 'drama']"
tt0944177,"['action', 'drama']"
tt1178664,"['action', 'drama']"
tt1343070,"['action', 'drama']"
tt1706693,['action']
tt2606492,"['action', 'drama']"
tt1937269,"['comedy', 'romance']"
tt0030853,"['comedy', 'music', 'romance']"
tt3337240,['action']
tt4282866,['action']
tt5273330,"['action', 'drama']"
tt4688366,"['crime', 'mystery']"
tt4682804,"['drama', 'thriller', 'romance']"
tt7942736,['thriller']
tt13656000,[]
tt0033467,"['drama', 'mystery']"
tt0243862,"['comedy', 'drama', 'romance']"
tt0036613,"['comedy', 'crime']"
tt0049406,"['crime', 'thriller']"
tt0354899,"['comedy', 'drama', 'fantasy']"
tt0053221,['western']
tt0067140,['western']
tt0114660,"['crime', 'drama']"
tt0055256,['comedy']
tt0053779,"['comedy', 'drama']"
tt0061418,"['crime', 'drama']"
tt0100935,"['crime', 'thriller', 'romance']"
tt0055852,['drama']
tt0058329,"['mystery', 'thriller', 'drama', 'romance']"
tt0046912,"['crime', 'thriller']"
tt0068611,"['crime', 'thriller', 'horror']"
tt0049470,"['mystery', 'thriller']"
tt0071360,"['crime', 'drama', 'mystery']"
tt0064276,"['adventure', 'drama']"
tt0018455,"['drama', 'romance']"
tt0046359,"['war', 'comedy', 'drama']"
tt0064115,['western']
tt0039689,"['crime', 'romance', 'thriller']"
tt0022100,"['crime', 'drama', 'thriller']"
tt0118694,"['drama', 'romance']"
tt0044079,"['crime', 'thriller']"
tt0021749,"['comedy', 'romance', 'drama']"
tt0059113,"['drama', 'romance', 'war']"
tt0038355,"['crime', 'mystery', 'thriller']"
tt0069995,"['drama', 'horror', 'thriller']"
tt0048021,"['crime', 'drama', 'thriller']"
tt0056172,"['adventure', 'history', 'war']"
tt0015864,"['comedy', 'drama', 'adventure']"
tt0035015,"['drama', 'romance']"
tt0054047,"['western', 'action']"
tt0050825,"['drama', 'war', 'history']"
tt0056218,"['thriller', 'drama']"
tt0073341,"['adventure', 'drama']"
tt0031971,"['western', 'adventure']"
tt0036775,"['thriller', 'crime']"
tt0067116,"['action', 'crime', 'thriller']"
tt0060176,"['drama', 'mystery', 'thriller']"
tt0085276,"['action', 'drama', 'romance']"
tt0041959,"['mystery', 'thriller']"
tt0490084,"['comedy', 'romance']"
tt0806027,"['action', 'adventure', 'horror', 'science-fiction', 'thriller']"
tt0052311,"['crime', 'thriller', 'mystery']"
tt0067128,"['crime', 'thriller']"
tt0283900,"['comedy', 'drama', 'romance']"
tt0040746,"['crime', 'thriller', 'drama']"
tt0119114,"['comedy', 'romance']"
tt0061578,"['action', 'adventure', 'war']"
tt0238112,"['drama', 'romance', 'war']"
tt0409184,"['comedy', 'drama', 'romance']"
tt0037101,"['mystery', 'drama']"
tt0070334,"['crime', 'comedy', 'mystery', 'thriller']"
tt0031725,"['comedy', 'romance']"
tt0053946,['drama']
tt0037008,"['drama', 'mystery', 'suspense', 'romance']"
tt0765120,"['drama', 'romance']"
tt0089841,"['comedy', 'crime', 'romance']"
tt0109456,"['romance', 'thriller', 'mystery']"
tt0077474,"['action', 'crime', 'thriller']"
tt0184858,"['thriller', 'action', 'crime']"
tt0095593,"['comedy', 'crime', 'romance']"
tt0062873,"['comedy', 'drama', 'romance', 'musical']"
tt0101026,"['comedy', 'drama', 'romance']"
tt0122459,"['comedy', 'romance']"
tt0057187,['romance']
tt0080365,"['crime', 'drama', 'mystery']"
tt0305206,"['comedy', 'drama']"
tt0048960,"['adventure', 'comedy', 'fantasy', 'romance', 'family']"
tt0060522,"['comedy', 'crime', 'romance']"
tt0057427,"['crime', 'drama', 'mystery']"
tt0045469,"['comedy', 'horror', 'science-fiction']"
tt0032145,"['drama', 'romance']"
tt0040724,['western']
tt0040897,"['adventure', 'drama', 'western']"
tt0046303,"['drama', 'western']"
tt0048424,"['crime', 'thriller', 'drama']"
tt0059825,"['war', 'thriller']"
tt0023194,"['adventure', 'horror', 'science-fiction']"
tt0126388,"['action', 'adventure', 'history', 'war']"
tt0025878,"['comedy', 'crime', 'mystery']"
tt0335119,"['drama', 'romance']"
tt0040525,"['crime', 'mystery', 'thriller']"
tt0038559,"['thriller', 'drama', 'romance']"
tt0038109,"['mystery', 'thriller', 'romance']"
tt0061955,"['drama', 'mystery', 'crime']"
tt0445935,"['crime', 'drama', 'mystery', 'thriller']"
tt0476964,"['drama', 'thriller', 'crime']"
tt0068361,['comedy']
tt0106452,"['horror', 'science-fiction', 'thriller']"
tt0056923,"['comedy', 'mystery', 'romance']"
tt0104265,"['drama', 'thriller', 'romance']"
tt0048140,"['comedy', 'romance', 'musical', 'crime']"
tt0037515,"['crime', 'mystery', 'drama']"
tt0093044,"['action', 'thriller']"
tt0061747,['western']
tt0053172,"['comedy', 'romance']"
tt0799934,"['comedy', 'drama']"
tt0354356,"['drama', 'romance']"
tt0280707,"['drama', 'mystery', 'thriller']"
tt0110875,"['horror', 'thriller']"
tt0225071,"['drama', 'thriller', 'romance']"
tt0088414,"['comedy', 'romance']"
tt0098625,"['comedy', 'crime']"
tt0118531,"['drama', 'thriller']"
tt0106519,"['crime', 'thriller', 'drama', 'romance']"
tt0120747,"['comedy', 'romance']"
tt0045883,['western']
tt0047437,"['comedy', 'romance', 'drama']"
tt0054428,"['western', 'romance', 'drama']"
tt0305556,"['comedy', 'science-fiction']"
tt0455824,"['romance', 'adventure', 'drama']"
tt0390808,"['crime', 'drama', 'thriller']"
tt0107207,['drama']
tt0103030,"['comedy', 'drama', 'crime']"
tt0869994,['drama']
tt0050105,"['drama', 'romance']"
tt0364517,"['comedy', 'drama', 'romance']"
tt0060218,"['war', 'drama']"
tt0066011,"['drama', 'romance']"
tt0271259,"['comedy', 'crime']"
tt0780534,"['action', 'comedy', 'crime', 'romance']"
tt0105156,"['thriller', 'drama']"
tt0066765,['comedy']
tt0331811,"['crime', 'thriller', 'mystery', 'comedy', 'drama']"
tt0115736,"['thriller', 'drama', 'crime']"
tt0100263,"['action', 'thriller', 'romance']"
tt1181614,"['drama', 'romance']"
tt0115438,"['comedy', 'crime', 'thriller']"
tt0119994,"['crime', 'drama', 'thriller']"
tt0119038,['comedy']
tt0115683,['comedy']
tt0105414,['thriller']
tt0368709,"['drama', 'comedy', 'romance']"
tt0268437,['comedy']
tt0053143,"['comedy', 'war', 'romance']"
tt0407998,"['drama', 'romance', 'fantasy']"
tt0094933,"['mystery', 'thriller']"
tt0477071,"['drama', 'mystery', 'thriller']"
tt0151137,"['action', 'adventure', 'drama', 'history', 'war']"
tt0012349,"['comedy', 'drama']"
tt0094894,"['action', 'crime', 'drama']"
tt0120399,"['thriller', 'crime', 'drama']"
tt0100135,"['comedy', 'crime']"
tt0046816,"['drama', 'war']"
tt0140379,"['comedy', 'fantasy', 'romance']"
tt0120324,"['thriller', 'crime', 'drama']"
tt0137439,"['drama', 'romance']"
tt0104008,"['drama', 'romance']"
tt0107711,"['action', 'drama', 'thriller', 'romance']"
tt0105226,"['thriller', 'crime', 'drama']"
tt0110612,"['comedy', 'romance', 'family', 'holiday']"
tt0064505,"['action', 'comedy', 'crime', 'thriller']"
tt0079218,"['comedy', 'romance']"
tt0082528,"['comedy', 'romance']"
tt0084629,"['comedy', 'romance']"
tt0092954,"['comedy', 'drama', 'romance']"
tt0112966,"['comedy', 'drama', 'romance']"
tt0061811,"['crime', 'drama', 'mystery', 'thriller']"
tt0174480,"['drama', 'romance']"
tt0070355,"['action', 'crime', 'drama']"
tt0074483,"['action', 'crime']"
tt0086383,"['crime', 'action', 'thriller']"
tt0079261,"['drama', 'music', 'musical', 'comedy']"
tt0095174,"['thriller', 'mystery']"
tt0250224,"['drama', 'romance']"
tt0429078,"['action', 'drama']"
tt0367089,"['comedy', 'drama']"
tt0297884,"['drama', 'romance']"
tt0282209,"['horror', 'thriller']"
tt0088680,"['comedy', 'drama', 'thriller']"
tt0094025,"['action', 'comedy', 'romance']"
tt0186894,"['drama', 'romance']"
tt0097322,"['drama', 'romance', 'comedy', 'music']"
tt0080855,"['drama', 'western', 'romance']"
tt0117107,"['drama', 'mystery', 'thriller', 'crime']"
tt0283139,['drama']
tt0274812,"['comedy', 'drama', 'romance']"
tt0040506,"['crime', 'thriller']"
tt0090350,"['action', 'crime', 'thriller']"
tt0080661,"['thriller', 'mystery', 'horror']"
tt0091278,['action']
tt0105415,"['comedy', 'drama', 'romance']"
tt0104389,"['thriller', 'drama']"
tt0100280,"['comedy', 'crime']"
tt0337697,"['comedy', 'romance']"
tt0117589,['drama']
tt0772168,['drama']
tt0062467,"['thriller', 'horror']"
tt0048750,"['comedy', 'mystery']"
tt0075675,"['drama', 'thriller']"
tt0095488,"['horror', 'comedy']"
tt0086979,"['drama', 'thriller', 'crime']"
tt0074452,"['action', 'adventure', 'drama', 'thriller', 'war']"
tt0329717,"['action', 'adventure', 'comedy', 'thriller']"
tt0045793,"['drama', 'romance', 'war']"
tt0243493,['comedy']
tt0034248,"['mystery', 'thriller', 'romance']"
tt0087262,"['thriller', 'science-fiction', 'horror']"
tt0059243,"['adventure', 'comedy']"
tt0057193,"['action', 'adventure', 'comedy']"
tt0070518,['western']
tt0411118,"['crime', 'drama', 'thriller', 'romance']"
tt0417001,"['comedy', 'romance']"
tt0065531,"['crime', 'thriller']"
tt0042546,"['comedy', 'fantasy']"
tt0783767,"['drama', 'romance']"
tt0360201,"['comedy', 'romance']"
tt0049096,"['adventure', 'comedy', 'music']"
tt0113451,"['mystery', 'thriller']"
tt0028772,"['comedy', 'musical', 'music']"
tt0095382,"['action', 'adventure', 'drama', 'war']"
tt0068655,"['comedy', 'mystery']"
tt0128278,"['thriller', 'drama']"
tt0091877,['comedy']
tt0114825,"['comedy', 'horror', 'romance']"
tt0111756,"['action', 'drama', 'western', 'adventure']"
tt0073747,"['horror', 'science-fiction', 'mystery', 'thriller']"
tt0026752,"['adventure', 'drama', 'history']"
tt0093185,"['science-fiction', 'thriller', 'horror']"
tt0051411,"['drama', 'western', 'romance']"
tt0068240,"['comedy', 'romance']"
tt0054084,"['thriller', 'mystery']"
tt0175526,"['horror', 'thriller', 'mystery']"
tt0056575,"['comedy', 'romance']"
tt0479528,"['action', 'horror', 'thriller']"
tt0477078,"['comedy', 'drama']"
tt0884224,"['action', 'adventure', 'comedy', 'thriller']"
tt0780516,"['crime', 'drama', 'thriller']"
tt0479537,"['drama', 'western', 'action']"
tt0050419,"['comedy', 'romance', 'musical', 'music']"
tt0037017,"['war', 'drama']"
tt0091445,"['comedy', 'drama', 'romance']"
tt0335559,"['comedy', 'romance']"
tt0314498,"['comedy', 'crime']"
tt0152492,['comedy']
tt0133689,"['comedy', 'drama', 'romance']"
tt0210382,"['drama', 'mystery', 'thriller']"
tt0036855,"['mystery', 'thriller', 'drama', 'crime']"
tt0059749,"['drama', 'thriller']"
tt0037635,"['horror', 'thriller']"
tt0032993,"['comedy', 'music', 'romance']"
tt0041866,['western']
tt0023027,"['comedy', 'romance', 'musical']"
tt0449487,"['drama', 'mystery', 'thriller', 'romance']"
tt0218619,"['horror', 'mystery', 'thriller']"
tt0453548,"['drama', 'romance']"
tt0477095,"['comedy', 'drama', 'romance']"
tt0045591,"['music', 'western', 'musical', 'comedy', 'romance']"
tt0473356,"['crime', 'drama', 'mystery', 'thriller']"
tt0418832,['drama']
tt0418110,"['drama', 'crime']"
tt0913968,"['action', 'adventure', 'documentary', 'drama', 'special-interest']"
tt0117737,"['drama', 'romance']"
tt0027260,"['comedy', 'crime', 'mystery']"
tt0031047,"['comedy', 'mystery', 'crime']"
tt0034172,"['comedy', 'mystery', 'crime']"
tt0037365,"['comedy', 'mystery']"
tt0039853,"['comedy', 'crime', 'mystery']"
tt0033723,"['comedy', 'horror']"
tt0032520,"['comedy', 'horror', 'mystery']"
tt0285175,"['crime', 'drama']"
tt0053318,"['drama', 'mystery', 'thriller']"
tt1078188,"['crime', 'drama']"
tt0085862,"['action', 'crime']"
tt0099797,"['crime', 'romance', 'thriller']"
tt0425395,['comedy']
tt0887719,"['comedy', 'romance']"
tt0466839,"['comedy', 'drama', 'romance']"
tt0995036,"['drama', 'history']"
tt0464913,"['action', 'adventure', 'comedy', 'crime']"
tt0437777,"['comedy', 'drama', 'romance']"
tt0041996,"['action', 'drama', 'war']"
tt1167660,"['action', 'comedy', 'crime']"
tt0050301,['comedy']
tt0053644,['comedy']
tt0030696,['comedy']
tt0080437,"['drama', 'war']"
tt0059740,['western']
tt0039302,"['thriller', 'romance', 'mystery']"
tt0030241,"['comedy', 'holiday', 'romance', 'drama']"
tt1172571,"['horror', 'mystery', 'thriller']"
tt0434124,"['comedy', 'drama', 'music', 'musical']"
tt0047472,"['comedy', 'drama', 'western', 'musical']"
tt0054847,"['action', 'drama', 'history', 'romance', 'war']"
tt0028096,"['drama', 'romance', 'thriller', 'crime']"
tt0038057,"['drama', 'crime']"
tt0465375,"['comedy', 'romance', 'drama']"
tt0058085,"['drama', 'history', 'war']"
tt1049405,"['comedy', 'romance']"
tt0037865,"['drama', 'thriller', 'romance']"
tt0063121,"['thriller', 'adventure', 'action']"
tt0022286,"['drama', 'crime']"
tt0040679,"['comedy', 'western']"
tt0074156,"['action', 'thriller', 'crime']"
tt0097500,"['comedy', 'crime']"
tt0115985,"['action', 'science-fiction', 'comedy']"
tt0037514,"['comedy', 'music', 'romance', 'musical']"
tt0057372,"['comedy', 'romance', 'science-fiction']"
tt0109723,"['horror', 'fantasy']"
tt0089200,"['comedy', 'fantasy', 'horror']"
tt0806165,"['comedy', 'drama', 'romance']"
tt0039645,"['comedy', 'mystery', 'romance']"
tt0106753,"['horror', 'mystery', 'thriller']"
tt0036323,"['adventure', 'war']"
tt0052151,"['war', 'drama']"
tt0053716,"['comedy', 'fantasy', 'music']"
tt0450972,"['comedy', 'drama', 'romance']"
tt0042788,"['drama', 'crime']"
tt0039661,"['drama', 'crime', 'thriller']"
tt0055277,"['comedy', 'family']"
tt0317640,"['action', 'comedy']"
tt0236348,"['comedy', 'music']"
tt0034513,"['crime', 'drama']"
tt0054188,"['comedy', 'romance', 'family']"
tt0039190,"['comedy', 'drama', 'fantasy', 'holiday', 'romance']"
tt0061728,['comedy']
tt0045586,"['comedy', 'music', 'romance', 'musical', 'family']"
tt0478724,"['comedy', 'romance']"
tt0047123,"['comedy', 'romance']"
tt0054743,['drama']
tt0075696,['comedy']
tt0028333,"['comedy', 'music', 'romance', 'musical']"
tt0033045,"['comedy', 'romance', 'drama']"
tt0044953,['western']
tt0790721,"['drama', 'romance']"
tt0374053,['comedy']
tt0019777,"['comedy', 'music']"
tt0103843,"['drama', 'thriller', 'romance']"
tt0079297,"['comedy', 'musical', 'music']"
tt0363532,"['drama', 'romance']"
tt0449851,['comedy']
tt0039536,"['crime', 'thriller']"
tt0265232,"['comedy', 'drama']"
tt0035966,"['drama', 'thriller', 'war']"
tt0057581,"['comedy', 'romance']"
tt0929412,"['drama', 'romance']"
tt0039420,"['fantasy', 'drama', 'romance']"
tt0049593,"['comedy', 'western']"
tt0032143,"['comedy', 'drama']"
tt0031060,"['comedy', 'music', 'musical']"
tt0032536,"['comedy', 'western', 'musical']"
tt0037382,"['war', 'adventure', 'romance']"
tt0058453,"['comedy', 'romance']"
tt0035417,"['comedy', 'drama', 'romance']"
tt0042209,['comedy']
tt0116265,['drama']
tt0041498,"['comedy', 'romance', 'war']"
tt0058743,"['comedy', 'romance']"
tt0059557,"['adventure', 'comedy', 'science-fiction', 'action']"
tt0043379,"['adventure', 'war', 'history']"
tt0044916,['comedy']
tt0058456,['comedy']
tt0050307,"['comedy', 'romance']"
tt0042276,"['comedy', 'romance']"
tt0073052,['comedy']
tt0255702,['horror']
tt1174732,"['drama', 'romance']"
tt0031398,"['adventure', 'war', 'comedy', 'action']"
tt0036112,"['drama', 'romance', 'war', 'comedy']"
tt0098453,"['comedy', 'fantasy', 'romance', 'music']"
tt0101786,"['comedy', 'holiday']"
tt0041090,"['comedy', 'drama', 'romance']"
tt0111003,"['horror', 'science-fiction', 'thriller']"
tt0029747,"['comedy', 'western', 'action']"
tt0032484,"['mystery', 'thriller', 'action']"
tt0053877,"['comedy', 'romance']"
tt0243931,"['comedy', 'romance']"
tt0047892,"['action', 'crime', 'drama']"
tt0076398,"['action', 'drama', 'thriller']"
tt0033388,"['comedy', 'musical', 'music']"
tt0033874,"['comedy', 'romance']"
tt0031580,"['drama', 'family', 'comedy']"
tt0037611,['thriller']
tt0093223,"['crime', 'thriller']"
tt0038777,['comedy']
tt0112519,"['action', 'science-fiction']"
tt0287986,"['comedy', 'romance']"
tt0039169,"['comedy', 'romance']"
tt0034399,"['drama', 'thriller']"
tt0206226,"['comedy', 'horror']"
tt0056800,"['drama', 'history', 'war']"
tt0080569,"['thriller', 'crime', 'mystery']"
tt0097106,"['drama', 'romance']"
tt0026663,"['horror', 'romance']"
tt0060445,"['comedy', 'crime']"
tt0035250,"['drama', 'romance', 'war']"
tt0027630,"['comedy', 'music', 'romance', 'musical']"
tt0024025,"['comedy', 'music', 'romance', 'musical']"
tt0055069,['comedy']
tt0028988,"['drama', 'family', 'music']"
tt0045053,['adventure']
tt0419358,"['action', 'adventure', 'drama', 'thriller']"
tt0025464,"['crime', 'drama', 'romance']"
tt0043142,"['crime', 'thriller', 'mystery']"
tt0018773,"['comedy', 'romance']"
tt0038032,"['comedy', 'musical', 'adventure', 'family', 'music']"
tt0113394,"['action', 'drama', 'thriller', 'crime']"
tt0040064,['western']
tt0120847,"['action', 'mystery', 'thriller']"
tt0026252,"['music', 'family', 'musical', 'comedy']"
tt0016029,"['family', 'musical', 'music']"
tt0041158,"['comedy', 'romance', 'musical']"
tt0024914,"['drama', 'music', 'family']"
tt0314676,"['comedy', 'music', 'mystery', 'crime']"
tt0045897,"['crime', 'drama', 'thriller']"
tt0063462,"['comedy', 'musical']"
tt0057329,"['comedy', 'romance']"
tt0078950,['drama']
tt0045177,"['comedy', 'western']"
tt0119699,"['action', 'comedy', 'crime', 'drama']"
tt0181838,"['action', 'thriller']"
tt0054195,"['drama', 'family', 'comedy']"
tt0089629,['comedy']
tt0024069,"['comedy', 'musical', 'drama']"
tt0029546,"['comedy', 'romance', 'music', 'musical']"
tt0098051,"['crime', 'thriller', 'action']"
tt0162711,"['action', 'comedy', 'mystery', 'thriller']"
tt0024854,"['drama', 'family', 'romance', 'crime', 'comedy']"
tt0073760,"['comedy', 'family']"
tt0027884,"['comedy', 'romance']"
tt0026942,"['comedy', 'music', 'romance', 'musical']"
tt0056417,['comedy']
tt0035262,"['comedy', 'music', 'adventure']"
tt0034116,"['comedy', 'adventure', 'romance']"
tt0025919,"['comedy', 'romance']"
tt0027067,"['comedy', 'drama', 'romance']"
tt0039776,"['comedy', 'musical']"
tt0026452,"['comedy', 'romance']"
tt0092632,"['horror', 'thriller', 'mystery']"
tt0119327,"['comedy', 'romance']"
tt0042464,"['adventure', 'history']"
tt0255605,"['adventure', 'fantasy', 'family']"
tt0016332,"['comedy', 'romance']"
tt1105729,"['drama', 'fantasy', 'family']"
tt1431191,"['action', 'crime', 'drama']"
tt0035140,"['drama', 'romance']"
tt0041088,['thriller']
tt0030413,"['drama', 'romance']"
tt0031477,"['drama', 'romance']"
tt0043030,"['comedy', 'music', 'romance', 'musical']"
tt0307919,"['comedy', 'crime']"
tt0291350,"['drama', 'romance', 'anime', 'fantasy']"
tt0033754,"['comedy', 'music', 'war']"
tt0037939,['comedy']
tt0039037,"['comedy', 'fantasy']"
tt0030944,"['comedy', 'romance']"
tt0022958,"['drama', 'romance']"
tt0119055,"['action', 'adventure', 'horror', 'mystery', 'thriller']"
tt0046280,['comedy']
tt0040834,"['comedy', 'drama']"
tt0032339,['comedy']
tt0047194,"['comedy', 'music', 'romance']"
tt0045094,"['comedy', 'musical']"
tt0030993,"['comedy', 'romance']"
tt0060437,['thriller']
tt1315981,"['romance', 'drama']"
tt0058018,"['comedy', 'romance']"
tt0054853,['comedy']
tt0009018,['comedy']
tt0044533,"['crime', 'drama']"
tt0314097,"['drama', 'history']"
tt0043914,"['crime', 'drama']"
tt0123020,"['comedy', 'crime', 'mystery']"
tt0100589,"['horror', 'science-fiction']"
tt0090565,"['comedy', 'drama']"
tt0048691,"['western', 'adventure', 'romance']"
tt0043117,"['western', 'adventure']"
tt0040369,['western']
tt0161492,"['horror', 'thriller']"
tt0115940,"['comedy', 'drama', 'romance', 'holiday']"
tt0051649,['comedy']
tt0026778,"['comedy', 'music']"
tt0048380,"['comedy', 'drama', 'war']"
tt0086926,"['comedy', 'romance']"
tt0089473,['comedy']
tt1235796,"['drama', 'romance']"
tt1233301,"['action', 'adventure', 'history', 'romance']"
tt0030657,"['drama', 'music', 'family']"
tt0028505,"['comedy', 'drama', 'romance']"
tt0030371,"['drama', 'music', 'family', 'musical']"
tt0061093,"['comedy', 'romance']"
tt0043989,['comedy']
tt0047184,"['comedy', 'music']"
tt1421051,['drama']
tt0024471,"['crime', 'drama']"
tt0035019,"['comedy', 'romance']"
tt0095756,"['horror', 'science-fiction']"
tt0090771,"['horror', 'science-fiction', 'thriller']"
tt0039808,"['comedy', 'fantasy', 'romance']"
tt1657299,"['comedy', 'drama', 'romance']"
tt0041509,"['comedy', 'music', 'romance']"
tt0044370,"['comedy', 'music', 'romance', 'musical']"
tt0052415,"['drama', 'war', 'action']"
tt0055100,"['comedy', 'romance']"
tt0052933,"['comedy', 'romance']"
tt0056110,['comedy']
tt0043880,"['comedy', 'music', 'romance', 'musical']"
tt0041555,"['crime', 'drama']"
tt1454910,['comedy']
tt0084445,"['drama', 'romance', 'musical']"
tt0808232,"['comedy', 'drama']"
tt0421199,"['action', 'horror', 'thriller']"
tt0109891,"['comedy', 'crime', 'family']"
tt0103184,"['crime', 'mystery']"
tt0023858,['comedy']
tt0057683,"['comedy', 'romance']"
tt0037280,"['drama', 'romance', 'war']"
tt0052141,['comedy']
tt0032209,"['drama', 'crime']"
tt0169347,"['comedy', 'drama', 'romance', 'family']"
tt0055797,"['music', 'romance', 'musical', 'comedy']"
tt0053645,"['comedy', 'music', 'romance', 'musical']"
tt0053931,['horror']
tt1675197,"['comedy', 'history']"
tt0052278,"['comedy', 'romance']"
tt0051913,"['comedy', 'romance']"
tt0030302,"['comedy', 'music', 'musical']"
tt0050922,['comedy']
tt0028118,"['adventure', 'music', 'family', 'musical']"
tt0047840,['comedy']
tt0047688,"['drama', 'music', 'romance', 'musical']"
tt0044774,['comedy']
tt0043762,"['music', 'romance', 'musical', 'comedy']"
tt0042646,"['adventure', 'action', 'romance']"
tt0043012,"['music', 'romance', 'musical']"
tt0040331,"['comedy', 'romance']"
tt0040745,"['comedy', 'romance', 'musical']"
tt0037323,"['drama', 'history', 'war']"
tt0023926,"['comedy', 'romance', 'musical', 'music']"
tt0023825,"['comedy', 'romance']"
tt0096985,"['action', 'adventure']"
tt0033533,"['comedy', 'romance']"
tt0033836,"['drama', 'romance', 'history']"
tt0032194,"['drama', 'romance']"
tt0032983,['western']
tt0031033,"['action', 'adventure', 'history', 'western']"
tt0031762,"['adventure', 'drama', 'romance']"
tt0029604,"['comedy', 'drama']"
tt0027387,"['comedy', 'music', 'musical', 'romance']"
tt0028108,"['western', 'romance', 'war']"
tt0026126,['comedy']
tt0026835,"['comedy', 'drama', 'family']"
tt0026641,"['drama', 'family', 'comedy', 'war', 'music']"
tt0048393,"['mystery', 'thriller']"
tt1423995,"['drama', 'thriller']"
tt0289730,"['comedy', 'romance']"
tt0090677,"['drama', 'war']"
tt0113376,"['comedy', 'horror']"
tt0045589,['comedy']
tt1244754,['drama']
tt1440161,"['comedy', 'drama', 'romance']"
tt0031302,"['comedy', 'romance']"
tt1314652,"['drama', 'thriller']"
tt0043286,"['comedy', 'fantasy', 'family', 'drama']"
tt0052325,"['comedy', 'romance']"
tt1369706,"['horror', 'mystery']"
tt0029516,"['comedy', 'drama', 'romance']"
tt0119365,"['crime', 'thriller']"
tt0117794,"['mystery', 'family', 'comedy', 'drama']"
tt0033022,['comedy']
tt0053351,['western']
tt0036174,"['comedy', 'romance']"
tt0165773,['drama']
tt1440232,"['comedy', 'drama']"
tt0063293,['western']
tt1571222,"['drama', 'thriller']"
tt1226753,"['drama', 'thriller']"
tt0020678,['comedy']
tt0045102,"['comedy', 'family']"
tt0025413,['comedy']
tt0064612,"['drama', 'comedy', 'romance']"
tt1213648,"['crime', 'drama']"
tt0021182,['comedy']
tt0025591,['comedy']
tt0022238,['comedy']
tt1480656,['drama']
tt0035555,"['comedy', 'mystery']"
tt1034389,"['drama', 'adventure']"
tt1340800,"['drama', 'mystery', 'thriller']"
tt0024963,"['drama', 'romance']"
tt0033105,"['drama', 'romance', 'adventure']"
tt1305591,"['adventure', 'animation', 'family']"
tt0047550,"['comedy', 'drama']"
tt1321860,['drama']
tt0020708,['comedy']
tt0020643,['comedy']
tt0020698,['comedy']
tt0020489,['comedy']
tt0027089,['comedy']
tt0024706,['comedy']
tt0019556,['comedy']
tt1533818,['thriller']
tt1129427,"['comedy', 'crime']"
